User_ID,Age_Group,Gender,Location,Device_Type,Social_Media_Platform,Two_Factor_Authentication,Saved_Password,Account_Privacy,Frequent_New_Device_Logging,Connection_Type,Time_of_Day,Payment_Mode,Cross_Channel_Usage,Season,Suspicious_Activity,Clicked_Ad,Ad_Platform,Ad_Target_Domain,Domain_Reputation,Domain_Length,Domain_Entropy,Click_Leads_To_Malicious_Site
164,25-34,Female,Punjab,Mobile,Facebook,Yes,Yes,Public,No,Private,Morning,UPI,Yes,winter vacation,0,Yes,WhatsApp,discounts.online,Suspicious,16,3.328,1
165,25-34,Female,Uttar Pradesh,Tablet,Twitter,Yes,Yes,Private,No,Open WiFi,Night,Debit Card,Yes,Holi,1,Yes,WhatsApp,banking.example,Good,15,3.507,0
166,18-24,Female,Telangana,Desktop,Twitter,Yes,Yes,Private,No,Private,Morning,Digital Wallet,Yes,Diwali,0,No,,,,0,0,0
167,35-44,Other,Karnataka,Mobile,Instagram,Yes,No,Private,No,Hotspot,Afternoon,Credit Card,Yes,winter vacation,0,Yes,Twitter,discounts.online,Suspicious,16,3.328,1
168,18-24,Male,Madhya Pradesh,Mobile,LinkedIn,Yes,No,Private,No,Private,Morning,UPI,Yes,Diwali,1,No,,,,0,0,0
169,35-44,Female,Uttar Pradesh,Mobile,WhatsApp,Yes,Yes,Private,No,Hotspot,Night,Debit Card,No,summer vacations,0,Yes,WhatsApp,login-secure.ru,Malicious,15,3.507,1
170,45-54,Female,Gujarat,Mobile,WhatsApp,Yes,Yes,Public,Yes,Open WiFi,Morning,Digital Wallet,Yes,summer vacations,0,Yes,LinkedIn,discounts.online,Suspicious,16,3.328,1
171,45-54,Male,Uttar Pradesh,Desktop,Facebook,Yes,No,Public,No,Private,Evening,Debit Card,Yes,Diwali,0,No,,,,0,0,0
172,45-54,Male,Uttar Pradesh,Mobile,WhatsApp,Yes,No,Public,Yes,Private,Afternoon,Debit Card,Yes,winter vacation,1,No,,,,0,0,0
173,25-34,Male,Bihar,Tablet,LinkedIn,Yes,No,Private,No,Open WiFi,Morning,Credit Card,No,summer vacations,0,Yes,Facebook,banking.example,Good,15,3.507,1
174,35-44,Female,Kerala,Mobile,LinkedIn,Yes,Yes,Public,No,Hotspot,Morning,Credit Card,Yes,Holi,1,Yes,LinkedIn,promo-deals.xyz,Suspicious,15,3.774,0
175,35-44,Female,Bihar,Mobile,Twitter,Yes,No,Public,No,Private,Evening,Cash,No,Diwali,0,Yes,LinkedIn,promo-deals.xyz,Suspicious,15,3.774,1
176,18-24,Female,Haryana,Desktop,Facebook,Yes,Yes,Public,No,Private,Evening,Cash,No,Diwali,0,No,,,,0,0,0
177,18-24,Male,Bihar,Mobile,Facebook,Yes,No,Public,No,Private,Morning,UPI,Yes,Holi,0,Yes,Instagram,news-portal.org,Good,15,3.64,0
178,35-44,Female,Rajasthan,Desktop,Twitter,Yes,No,Public,No,Private,Morning,Debit Card,Yes,navaratri,0,No,,,,0,0,0
179,35-44,Female,Haryana,Tablet,Facebook,Yes,No,Private,No,Private,Evening,Credit Card,No,summer vacations,0,Yes,LinkedIn,phishingsite.ru,Malicious,15,3.323,1
180,25-34,Male,Uttar Pradesh,Desktop,Facebook,Yes,No,Public,No,Private,Evening,Digital Wallet,Yes,Holi,0,Yes,LinkedIn,discounts.online,Suspicious,16,3.328,0
181,18-24,Female,Tamil Nadu,Mobile,LinkedIn,Yes,No,Private,Yes,Hotspot,Afternoon,UPI,Yes,Diwali,0,Yes,Instagram,phishingsite.ru,Malicious,15,3.323,1
182,45-54,Other,Telangana,Mobile,Facebook,Yes,No,Private,Yes,Private,Morning,Debit Card,Yes,Diwali,0,No,,,,0,0,0
183,45-54,Male,Maharashtra,Desktop,LinkedIn,Yes,Yes,Public,No,Hotspot,Afternoon,Debit Card,No,Diwali,0,No,,,,0,0,0
184,18-24,Male,Uttar Pradesh,Tablet,WhatsApp,Yes,No,Private,Yes,Private,Morning,Cash,No,summer vacations,0,No,,,,0,0,0
185,35-44,Male,Rajasthan,Mobile,WhatsApp,Yes,No,Public,Yes,Hotspot,Morning,UPI,No,summer vacations,1,No,,,,0,0,0
186,45-54,Male,Maharashtra,Desktop,Instagram,No,Yes,Public,No,Open WiFi,Night,Credit Card,No,summer vacations,0,No,,,,0,0,0
187,35-44,Other,Maharashtra,Mobile,WhatsApp,Yes,No,Private,Yes,Open WiFi,Afternoon,Cash,No,summer vacations,1,No,,,,0,0,0
188,35-44,Male,Karnataka,Mobile,Instagram,No,No,Private,No,Open WiFi,Night,Digital Wallet,Yes,summer vacations,0,Yes,Twitter,promo-deals.xyz,Suspicious,15,3.774,0
189,35-44,Female,Rajasthan,Desktop,Twitter,Yes,Yes,Private,No,Private,Night,Credit Card,Yes,Diwali,0,No,,,,0,0,0
190,18-24,Female,Maharashtra,Desktop,Instagram,Yes,No,Public,No,Private,Night,Cash,Yes,navaratri,0,No,,,,0,0,0
191,35-44,Male,Uttar Pradesh,Desktop,Twitter,Yes,Yes,Public,No,Hotspot,Evening,Debit Card,No,navaratri,1,No,,,,0,0,0
192,18-24,Male,Gujarat,Desktop,Facebook,Yes,No,Private,No,Private,Evening,Credit Card,No,summer vacations,1,No,,,,0,0,0
193,25-34,Male,Madhya Pradesh,Desktop,LinkedIn,Yes,No,Private,No,Private,Night,Debit Card,Yes,Diwali,0,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
194,25-34,Male,Uttar Pradesh,Mobile,Instagram,Yes,No,Private,No,Private,Evening,Digital Wallet,No,winter vacation,0,Yes,Facebook,banking.example,Good,15,3.507,0
195,18-24,Female,Assam,Mobile,Facebook,Yes,No,Private,No,Private,Afternoon,Credit Card,No,navaratri,0,Yes,Instagram,discounts.online,Suspicious,16,3.328,1
196,45-54,Male,Telangana,Mobile,WhatsApp,Yes,Yes,Private,No,Private,Morning,Digital Wallet,No,Holi,0,Yes,WhatsApp,promo-deals.xyz,Suspicious,15,3.774,1
197,18-24,Male,Odisha,Desktop,Instagram,Yes,Yes,Public,No,Private,Night,Credit Card,Yes,navaratri,1,No,,,,0,0,0
198,18-24,Male,Uttar Pradesh,Desktop,WhatsApp,Yes,Yes,Public,No,Private,Night,UPI,No,winter vacation,0,No,,,,0,0,0
199,35-44,Female,Madhya Pradesh,Tablet,Facebook,No,Yes,Private,Yes,Private,Night,Debit Card,Yes,Holi,0,No,,,,0,0,0
200,18-24,Male,Tamil Nadu,Mobile,Twitter,Yes,No,Private,No,Private,Night,Cash,Yes,Holi,0,No,,,,0,0,0
201,25-34,Female,Kerala,Mobile,Facebook,Yes,Yes,Public,No,Private,Morning,Debit Card,Yes,summer vacations,0,Yes,WhatsApp,discounts.online,Suspicious,16,3.328,1
202,18-24,Male,Rajasthan,Mobile,Instagram,Yes,No,Private,Yes,Private,Evening,UPI,No,Diwali,0,No,,,,0,0,0
203,18-24,Male,Uttar Pradesh,Desktop,LinkedIn,No,No,Public,No,Private,Night,Cash,No,Diwali,0,No,,,,0,0,0
204,35-44,Male,Uttar Pradesh,Tablet,WhatsApp,Yes,No,Private,No,Hotspot,Night,Cash,Yes,winter vacation,0,No,,,,0,0,0
205,45-54,Male,Uttar Pradesh,Desktop,Instagram,Yes,No,Private,No,Private,Morning,Cash,Yes,summer vacations,1,No,,,,0,0,0
206,18-24,Other,Karnataka,Mobile,Twitter,Yes,Yes,Public,No,Open WiFi,Night,Credit Card,No,Holi,1,Yes,Instagram,news-portal.org,Good,15,3.64,0
207,35-44,Male,Tamil Nadu,Tablet,Facebook,Yes,No,Public,No,Hotspot,Evening,Cash,Yes,summer vacations,0,Yes,Instagram,phishingsite.ru,Malicious,15,3.323,1
208,18-24,Female,Maharashtra,Tablet,WhatsApp,Yes,Yes,Public,No,Private,Evening,UPI,No,navaratri,0,No,,,,0,0,0
209,25-34,Male,Uttar Pradesh,Mobile,Facebook,Yes,No,Public,Yes,Private,Evening,Credit Card,No,summer vacations,1,Yes,Instagram,news-portal.org,Good,15,3.64,0
210,25-34,Male,Uttar Pradesh,Mobile,LinkedIn,Yes,No,Private,No,Private,Night,UPI,No,summer vacations,1,Yes,Facebook,banking.example,Good,15,3.507,0
211,35-44,Female,Gujarat,Desktop,Instagram,Yes,Yes,Private,Yes,Private,Afternoon,Credit Card,Yes,summer vacations,0,Yes,WhatsApp,unknown-redirect.net,Suspicious,20,3.484,1
212,35-44,Male,Karnataka,Mobile,Instagram,Yes,Yes,Private,No,Open WiFi,Afternoon,Cash,No,summer vacations,0,Yes,Instagram,unknown-redirect.net,Suspicious,20,3.484,1
213,25-34,Female,West Bengal,Mobile,LinkedIn,Yes,Yes,Public,No,Private,Night,UPI,Yes,summer vacations,1,Yes,LinkedIn,banking.example,Good,15,3.507,0
214,18-24,Female,Uttar Pradesh,Tablet,Twitter,Yes,No,Private,Yes,Private,Afternoon,Digital Wallet,Yes,summer vacations,0,Yes,Twitter,banking.example,Good,15,3.507,0
215,18-24,Female,Uttar Pradesh,Mobile,LinkedIn,No,No,Private,No,Private,Evening,Debit Card,No,Diwali,1,Yes,Facebook,banking.example,Good,15,3.507,0
216,18-24,Male,Bihar,Mobile,Facebook,Yes,No,Public,No,Private,Morning,UPI,Yes,summer vacations,0,Yes,Instagram,phishingsite.ru,Malicious,15,3.323,1
217,18-24,Female,Rajasthan,Mobile,Instagram,No,No,Private,Yes,Private,Night,Cash,Yes,Diwali,0,Yes,Twitter,news-portal.org,Good,15,3.64,0
218,35-44,Male,Uttar Pradesh,Mobile,WhatsApp,Yes,No,Private,No,Private,Afternoon,Cash,No,summer vacations,1,No,,,,0,0,0
219,18-24,Male,Uttar Pradesh,Desktop,Facebook,Yes,Yes,Private,Yes,Private,Morning,Credit Card,Yes,Holi,0,No,,,,0,0,0
220,45-54,Male,Telangana,Mobile,WhatsApp,Yes,Yes,Public,No,Private,Evening,Credit Card,No,summer vacations,0,Yes,Twitter,offers-shop.co,Suspicious,14,3.182,1
221,45-54,Other,West Bengal,Desktop,LinkedIn,Yes,Yes,Private,No,Private,Night,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
222,45-54,Male,West Bengal,Mobile,WhatsApp,Yes,No,Private,No,Private,Evening,Credit Card,Yes,summer vacations,0,Yes,Instagram,discounts.online,Suspicious,16,3.328,1
223,45-54,Male,Chhattisgarh,Mobile,Instagram,No,Yes,Private,No,Open WiFi,Evening,Cash,No,Holi,0,Yes,Twitter,ecommerce.com,Good,13,2.449,0
224,18-24,Female,Uttar Pradesh,Mobile,Facebook,Yes,No,Private,No,Private,Morning,Digital Wallet,Yes,summer vacations,0,Yes,Instagram,login-secure.ru,Malicious,15,3.507,1
225,25-34,Male,Andhra Pradesh,Desktop,Twitter,No,Yes,Private,Yes,Open WiFi,Afternoon,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
226,25-34,Female,Andhra Pradesh,Mobile,Twitter,Yes,No,Public,No,Private,Afternoon,Credit Card,Yes,Holi,1,Yes,Twitter,phishingsite.ru,Malicious,15,3.323,1
227,35-44,Female,West Bengal,Mobile,WhatsApp,Yes,No,Public,No,Open WiFi,Morning,Credit Card,Yes,Holi,1,No,,,,0,0,0
228,18-24,Male,Jammu & Kashmir,Mobile,Instagram,No,Yes,Public,No,Private,Night,Credit Card,No,Holi,1,Yes,Twitter,unknown-redirect.net,Suspicious,20,3.484,0
229,18-24,Male,Jharkhand,Mobile,Instagram,Yes,Yes,Private,No,Private,Morning,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
230,25-34,Female,West Bengal,Mobile,Facebook,Yes,No,Private,No,Private,Night,Digital Wallet,No,summer vacations,0,Yes,Twitter,ecommerce.com,Good,13,2.449,0
231,25-34,Male,Tamil Nadu,Mobile,WhatsApp,Yes,No,Private,No,Private,Evening,UPI,Yes,summer vacations,0,No,,,,0,0,0
232,45-54,Female,Andhra Pradesh,Mobile,Twitter,Yes,Yes,Public,No,Open WiFi,Night,Debit Card,No,winter vacation,1,No,,,,0,0,0
233,35-44,Female,Kerala,Desktop,Facebook,Yes,No,Public,No,Hotspot,Morning,UPI,No,Holi,0,No,,,,0,0,0
234,25-34,Male,Maharashtra,Tablet,Facebook,Yes,Yes,Public,No,Hotspot,Afternoon,Debit Card,No,Holi,0,No,,,,0,0,0
235,35-44,Female,Madhya Pradesh,Mobile,Facebook,Yes,No,Public,Yes,Open WiFi,Evening,Credit Card,No,summer vacations,1,Yes,Facebook,banking.example,Good,15,3.507,0
236,18-24,Male,Rajasthan,Mobile,LinkedIn,No,Yes,Private,No,Private,Afternoon,Digital Wallet,Yes,summer vacations,0,Yes,WhatsApp,offers-shop.co,Suspicious,14,3.182,0
237,18-24,Female,Bihar,Mobile,Facebook,Yes,No,Private,No,Private,Evening,Digital Wallet,Yes,Diwali,0,No,,,,0,0,0
238,45-54,Female,Tamil Nadu,Mobile,Twitter,Yes,No,Private,No,Open WiFi,Morning,Debit Card,No,Diwali,0,Yes,WhatsApp,promo-deals.xyz,Suspicious,15,3.774,0
239,35-44,Male,Rajasthan,Mobile,LinkedIn,No,Yes,Private,No,Private,Evening,UPI,Yes,Holi,0,Yes,LinkedIn,ecommerce.com,Good,13,2.449,0
240,25-34,Female,Maharashtra,Desktop,LinkedIn,Yes,No,Private,No,Private,Evening,UPI,Yes,navaratri,1,No,,,,0,0,0
241,18-24,Male,Uttar Pradesh,Desktop,LinkedIn,Yes,No,Public,Yes,Private,Evening,Cash,Yes,Holi,0,No,,,,0,0,0
242,35-44,Female,Assam,Mobile,LinkedIn,Yes,Yes,Private,No,Private,Afternoon,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
243,45-54,Female,West Bengal,Mobile,LinkedIn,No,Yes,Private,Yes,Private,Morning,Cash,No,summer vacations,0,Yes,Instagram,phishingsite.ru,Malicious,15,3.323,1
244,25-34,Male,Odisha,Mobile,Instagram,No,Yes,Private,No,Open WiFi,Morning,Debit Card,No,Diwali,1,Yes,Twitter,news-portal.org,Good,15,3.64,0
245,35-44,Female,Uttar Pradesh,Mobile,Instagram,Yes,No,Private,Yes,Private,Morning,Cash,Yes,summer vacations,0,Yes,LinkedIn,promo-deals.xyz,Suspicious,15,3.774,1
246,45-54,Other,Uttar Pradesh,Mobile,LinkedIn,No,No,Public,No,Private,Afternoon,Credit Card,No,summer vacations,0,Yes,Twitter,login-secure.ru,Malicious,15,3.507,1
247,18-24,Male,Rajasthan,Mobile,Facebook,Yes,No,Private,Yes,Private,Afternoon,UPI,No,summer vacations,0,No,,,,0,0,0
248,35-44,Male,Bihar,Desktop,Facebook,Yes,Yes,Private,No,Private,Morning,Digital Wallet,Yes,summer vacations,0,No,,,,0,0,0
249,25-34,Male,Uttar Pradesh,Desktop,WhatsApp,Yes,No,Private,No,Private,Night,Credit Card,No,summer vacations,0,No,,,,0,0,0
250,35-44,Male,Maharashtra,Mobile,Twitter,Yes,No,Private,No,Private,Evening,UPI,Yes,summer vacations,0,No,,,,0,0,0
251,18-24,Male,Gujarat,Desktop,LinkedIn,Yes,No,Private,No,Hotspot,Night,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
252,35-44,Female,Uttar Pradesh,Desktop,WhatsApp,Yes,No,Private,No,Open WiFi,Morning,UPI,Yes,Diwali,1,No,,,,0,0,0
253,18-24,Female,Madhya Pradesh,Mobile,LinkedIn,Yes,Yes,Private,No,Open WiFi,Morning,Digital Wallet,Yes,Diwali,0,No,,,,0,0,0
254,45-54,Female,Karnataka,Mobile,Instagram,Yes,Yes,Public,No,Open WiFi,Night,Digital Wallet,No,summer vacations,0,No,,,,0,0,0
255,25-34,Male,Haryana,Mobile,WhatsApp,Yes,Yes,Public,No,Private,Morning,Debit Card,Yes,summer vacations,0,Yes,WhatsApp,unknown-redirect.net,Suspicious,20,3.484,1
256,45-54,Male,Bihar,Mobile,LinkedIn,Yes,No,Private,No,Private,Morning,Digital Wallet,No,summer vacations,0,No,,,,0,0,0
257,35-44,Female,Uttar Pradesh,Mobile,Instagram,Yes,No,Public,No,Hotspot,Afternoon,Digital Wallet,No,summer vacations,0,No,,,,0,0,0
258,18-24,Female,Bihar,Mobile,LinkedIn,Yes,No,Private,Yes,Private,Morning,Credit Card,No,navaratri,0,No,,,,0,0,0
259,25-34,Male,West Bengal,Tablet,Facebook,Yes,No,Public,No,Private,Night,UPI,Yes,navaratri,0,No,,,,0,0,0
260,18-24,Male,Bihar,Desktop,Instagram,Yes,No,Public,No,Private,Afternoon,Cash,Yes,Diwali,0,No,,,,0,0,0
261,35-44,Male,Rajasthan,Mobile,Facebook,Yes,No,Private,No,Private,Afternoon,UPI,No,summer vacations,0,Yes,Twitter,ecommerce.com,Good,13,2.449,0
262,18-24,Male,Tamil Nadu,Mobile,Facebook,Yes,No,Private,Yes,Private,Afternoon,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
263,18-24,Female,Gujarat,Mobile,Instagram,Yes,No,Public,No,Private,Night,Credit Card,No,summer vacations,0,Yes,LinkedIn,ecommerce.com,Good,13,2.449,0
264,18-24,Female,Kerala,Mobile,WhatsApp,Yes,No,Public,No,Private,Night,Cash,Yes,Diwali,0,No,,,,0,0,0
265,18-24,Other,Punjab,Mobile,LinkedIn,Yes,No,Public,No,Hotspot,Evening,Credit Card,No,Diwali,0,Yes,WhatsApp,promo-deals.xyz,Suspicious,15,3.774,1
266,18-24,Other,Madhya Pradesh,Mobile,Instagram,Yes,Yes,Private,No,Private,Afternoon,Cash,Yes,Holi,1,Yes,Instagram,ecommerce.com,Good,13,2.449,0
267,35-44,Male,Karnataka,Mobile,Twitter,Yes,Yes,Public,Yes,Private,Afternoon,Cash,Yes,Diwali,1,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
268,45-54,Male,Rajasthan,Mobile,Twitter,No,Yes,Private,Yes,Open WiFi,Night,Cash,Yes,summer vacations,0,No,,,,0,0,0
269,18-24,Male,Odisha,Mobile,Instagram,Yes,No,Public,No,Private,Morning,Debit Card,Yes,summer vacations,0,Yes,LinkedIn,offers-shop.co,Suspicious,14,3.182,0
270,18-24,Female,Haryana,Mobile,Facebook,Yes,No,Private,No,Private,Evening,UPI,Yes,navaratri,0,No,,,,0,0,0
271,18-24,Female,West Bengal,Mobile,Facebook,Yes,No,Private,No,Open WiFi,Morning,Cash,Yes,summer vacations,0,Yes,LinkedIn,discounts.online,Suspicious,16,3.328,1
272,25-34,Male,Uttar Pradesh,Mobile,Twitter,Yes,No,Public,No,Private,Night,Digital Wallet,Yes,navaratri,1,Yes,Twitter,offers-shop.co,Suspicious,14,3.182,0
273,45-54,Male,Telangana,Desktop,LinkedIn,Yes,No,Private,No,Private,Afternoon,UPI,No,Diwali,1,No,,,,0,0,0
274,35-44,Female,Maharashtra,Mobile,Facebook,Yes,No,Public,Yes,Private,Afternoon,UPI,Yes,Holi,1,Yes,Twitter,banking.example,Good,15,3.507,0
275,35-44,Female,Uttar Pradesh,Desktop,Instagram,Yes,Yes,Public,No,Private,Afternoon,Debit Card,Yes,summer vacations,0,Yes,LinkedIn,ecommerce.com,Good,13,2.449,0
276,18-24,Female,Karnataka,Mobile,WhatsApp,Yes,No,Private,No,Private,Afternoon,UPI,Yes,Diwali,1,No,,,,0,0,0
277,35-44,Female,Uttar Pradesh,Desktop,Facebook,Yes,Yes,Public,Yes,Hotspot,Morning,Digital Wallet,Yes,Holi,0,No,,,,0,0,0
278,45-54,Female,West Bengal,Tablet,Instagram,Yes,Yes,Private,No,Private,Afternoon,Cash,No,summer vacations,1,No,,,,0,0,0
279,25-34,Female,Kerala,Mobile,Facebook,Yes,No,Private,No,Open WiFi,Afternoon,Digital Wallet,Yes,Holi,0,Yes,WhatsApp,offers-shop.co,Suspicious,14,3.182,1
280,45-54,Female,Haryana,Desktop,WhatsApp,Yes,No,Private,No,Hotspot,Afternoon,Digital Wallet,Yes,Holi,1,No,,,,0,0,0
281,35-44,Other,West Bengal,Mobile,WhatsApp,No,Yes,Private,No,Open WiFi,Afternoon,UPI,Yes,Diwali,0,Yes,Twitter,banking.example,Good,15,3.507,0
282,25-34,Male,Madhya Pradesh,Desktop,Instagram,Yes,No,Private,No,Private,Evening,Digital Wallet,Yes,Diwali,0,No,,,,0,0,0
283,35-44,Male,Bihar,Mobile,WhatsApp,No,Yes,Private,No,Private,Evening,UPI,Yes,summer vacations,1,Yes,Facebook,unknown-redirect.net,Suspicious,20,3.484,1
284,18-24,Female,Madhya Pradesh,Mobile,Instagram,Yes,Yes,Private,Yes,Private,Afternoon,UPI,No,summer vacations,0,Yes,WhatsApp,login-secure.ru,Malicious,15,3.507,1
285,18-24,Female,Andhra Pradesh,Mobile,Twitter,Yes,Yes,Public,Yes,Private,Night,Debit Card,Yes,winter vacation,1,Yes,LinkedIn,ecommerce.com,Good,13,2.449,1
286,18-24,Female,Karnataka,Desktop,Instagram,Yes,No,Public,No,Private,Morning,UPI,No,navaratri,1,No,,,,0,0,0
287,18-24,Female,Karnataka,Mobile,Instagram,Yes,No,Private,No,Private,Morning,Debit Card,Yes,Diwali,0,Yes,Instagram,promo-deals.xyz,Suspicious,15,3.774,0
288,18-24,Female,Uttar Pradesh,Mobile,LinkedIn,No,No,Private,No,Private,Night,Credit Card,Yes,Diwali,1,Yes,LinkedIn,login-secure.ru,Malicious,15,3.507,1
289,18-24,Male,Bihar,Mobile,Twitter,Yes,Yes,Private,No,Private,Night,Cash,No,summer vacations,0,No,,,,0,0,0
290,45-54,Female,Rajasthan,Tablet,LinkedIn,No,No,Private,No,Private,Evening,UPI,Yes,summer vacations,0,No,,,,0,0,0
291,45-54,Female,Uttar Pradesh,Desktop,LinkedIn,Yes,No,Private,No,Private,Morning,Credit Card,No,winter vacation,0,No,,,,0,0,0
292,35-44,Male,Rajasthan,Mobile,WhatsApp,Yes,No,Private,No,Hotspot,Night,UPI,Yes,Diwali,0,Yes,Facebook,promo-deals.xyz,Suspicious,15,3.774,1
293,25-34,Female,Kerala,Tablet,Instagram,No,Yes,Public,No,Private,Morning,Credit Card,Yes,Diwali,0,No,,,,0,0,0
294,25-34,Male,West Bengal,Mobile,Instagram,Yes,No,Private,No,Private,Morning,UPI,Yes,winter vacation,1,Yes,WhatsApp,banking.example,Good,15,3.507,0
295,45-54,Male,Telangana,Desktop,Twitter,Yes,No,Public,No,Private,Morning,UPI,Yes,Diwali,1,No,,,,0,0,0
296,25-34,Female,Rajasthan,Mobile,Instagram,Yes,Yes,Public,Yes,Private,Evening,Credit Card,No,summer vacations,0,Yes,LinkedIn,promo-deals.xyz,Suspicious,15,3.774,1
297,45-54,Female,Maharashtra,Mobile,LinkedIn,Yes,Yes,Public,Yes,Private,Night,Credit Card,No,summer vacations,0,No,,,,0,0,0
298,45-54,Male,Uttar Pradesh,Mobile,LinkedIn,Yes,Yes,Private,No,Private,Morning,Cash,Yes,Holi,1,Yes,Facebook,ecommerce.com,Good,13,2.449,0
299,35-44,Male,Gujarat,Mobile,WhatsApp,Yes,No,Private,No,Private,Evening,Debit Card,Yes,Holi,0,Yes,WhatsApp,news-portal.org,Good,15,3.64,0
300,25-34,Male,Jammu & Kashmir,Mobile,WhatsApp,Yes,No,Private,No,Private,Morning,Cash,Yes,Diwali,1,Yes,LinkedIn,phishingsite.ru,Malicious,15,3.323,1
301,18-24,Male,Uttar Pradesh,Mobile,WhatsApp,No,Yes,Private,No,Private,Evening,Cash,Yes,navaratri,0,No,,,,0,0,0
302,25-34,Male,Punjab,Desktop,LinkedIn,Yes,No,Public,No,Private,Evening,Debit Card,Yes,summer vacations,1,No,,,,0,0,0
303,35-44,Female,Maharashtra,Desktop,WhatsApp,No,No,Private,Yes,Open WiFi,Morning,UPI,Yes,Diwali,0,No,,,,0,0,0
304,18-24,Other,Karnataka,Mobile,WhatsApp,Yes,No,Private,No,Private,Evening,Debit Card,No,summer vacations,0,Yes,WhatsApp,news-portal.org,Good,15,3.64,0
305,25-34,Male,Uttar Pradesh,Mobile,LinkedIn,Yes,No,Private,No,Private,Evening,Digital Wallet,Yes,Diwali,1,No,,,,0,0,0
306,35-44,Other,Bihar,Mobile,LinkedIn,No,Yes,Private,No,Private,Afternoon,Debit Card,No,summer vacations,1,Yes,Twitter,discounts.online,Suspicious,16,3.328,1
307,18-24,Female,Gujarat,Mobile,WhatsApp,Yes,Yes,Public,No,Private,Afternoon,UPI,No,Diwali,0,Yes,LinkedIn,discounts.online,Suspicious,16,3.328,1
308,18-24,Female,West Bengal,Desktop,Twitter,Yes,Yes,Private,No,Hotspot,Morning,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
309,45-54,Male,Uttar Pradesh,Desktop,Twitter,Yes,No,Private,No,Private,Night,UPI,Yes,Holi,0,No,,,,0,0,0
310,18-24,Male,Madhya Pradesh,Mobile,LinkedIn,Yes,No,Private,No,Private,Afternoon,Debit Card,No,summer vacations,1,No,,,,0,0,0
311,45-54,Female,Madhya Pradesh,Mobile,Instagram,Yes,No,Private,Yes,Private,Afternoon,Digital Wallet,Yes,summer vacations,1,No,,,,0,0,0
312,25-34,Female,Madhya Pradesh,Tablet,LinkedIn,No,Yes,Public,No,Private,Evening,UPI,No,summer vacations,0,No,,,,0,0,0
313,25-34,Male,Kerala,Mobile,Twitter,Yes,No,Public,No,Private,Morning,UPI,Yes,Diwali,0,Yes,Facebook,promo-deals.xyz,Suspicious,15,3.774,1
314,25-34,Female,West Bengal,Mobile,Facebook,No,No,Private,No,Open WiFi,Night,UPI,Yes,Diwali,0,Yes,Twitter,unknown-redirect.net,Suspicious,20,3.484,1
315,25-34,Male,Uttar Pradesh,Mobile,LinkedIn,No,No,Private,No,Private,Night,Cash,No,Holi,0,No,,,,0,0,0
316,35-44,Female,Haryana,Mobile,LinkedIn,Yes,No,Private,No,Private,Morning,UPI,No,Holi,0,Yes,Instagram,ecommerce.com,Good,13,2.449,0
317,25-34,Male,Madhya Pradesh,Desktop,Twitter,Yes,No,Public,Yes,Private,Night,Digital Wallet,Yes,summer vacations,1,No,,,,0,0,0
318,45-54,Male,Andhra Pradesh,Mobile,WhatsApp,Yes,Yes,Public,No,Private,Morning,Digital Wallet,No,summer vacations,0,No,,,,0,0,0
319,25-34,Female,Gujarat,Mobile,LinkedIn,Yes,No,Private,No,Private,Morning,Cash,Yes,Diwali,0,Yes,Facebook,discounts.online,Suspicious,16,3.328,0
320,25-34,Male,West Bengal,Mobile,WhatsApp,Yes,No,Private,No,Open WiFi,Evening,Credit Card,Yes,Diwali,0,No,,,,0,0,0
321,45-54,Male,West Bengal,Mobile,Facebook,Yes,Yes,Private,No,Hotspot,Evening,Debit Card,No,summer vacations,0,No,,,,0,0,0
322,18-24,Female,Bihar,Mobile,LinkedIn,Yes,Yes,Public,No,Private,Afternoon,Digital Wallet,Yes,Diwali,0,Yes,Facebook,ecommerce.com,Good,13,2.449,0
323,25-34,Female,Maharashtra,Mobile,Twitter,Yes,Yes,Private,No,Private,Night,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
324,35-44,Male,Maharashtra,Mobile,Instagram,Yes,No,Public,No,Private,Night,Credit Card,No,Diwali,0,No,,,,0,0,0
325,35-44,Female,Bihar,Desktop,Instagram,No,No,Public,No,Private,Morning,UPI,Yes,summer vacations,0,No,,,,0,0,0
326,18-24,Female,Kerala,Mobile,Facebook,Yes,Yes,Public,Yes,Private,Afternoon,Cash,Yes,Diwali,0,No,,,,0,0,0
327,25-34,Female,West Bengal,Mobile,Facebook,Yes,Yes,Private,Yes,Private,Night,Digital Wallet,Yes,summer vacations,1,No,,,,0,0,0
328,35-44,Female,Jharkhand,Mobile,LinkedIn,Yes,Yes,Public,No,Private,Evening,Digital Wallet,No,summer vacations,0,Yes,LinkedIn,login-secure.ru,Malicious,15,3.507,1
